,companyName,ranking,craftWebsite,companyWebsite,tags,HQ,employeeNumber,description,dateString
81,Oracle,82,https://craft.co/oracle,oracle.com,"['Technology', 'application software', 'cloud', 'data management', 'data storage', 'enterprise software']","Redwood City, US","135,000","Oracle has 135,000 employees across 284 locations and $39.07 B in annual revenue in FY 2020. See insights on Oracle including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
82,General Dynamics,83,https://craft.co/general-dynamics,gd.com,"['Manufacturing & Industrial', 'Technology', 'aerospace', 'defense', 'it services', 'marine', 'shipbuilding', 'vehicles']","Reston, US","102,900","General Dynamics has 102,900 employees across 77 locations and $39.35 B in annual revenue in FY 2019. See insights on General Dynamics including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
83,Deere,84,https://craft.co/john-deere,deere.co.uk,[],"Moline, US",,"See insights on John Deere including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
84,Nike,85,https://craft.co/nike,nike.com,"['Manufacturing & Industrial', 'Retail', 'clothing', 'consumer goods', 'footwear', 'sport']","Beaverton, US","67,838","Nike has 67,838 employees across 47 locations and $37.40 B in annual revenue in FY 2020. See insights on Nike including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
85,Progressive,86,https://craft.co/progressive-alloy,progressivealloy.com,"['Manufacturing & Industrial', 'metal products']","Hartsville, SC, US",20,"Progressive Alloy has 20 employees across 5 locations. See insights on Progressive Alloy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
86,Publix Super Markets,87,https://craft.co/publix,publix.com,"['Food & Beverage', 'Retail', 'consumer goods', 'groceries', 'health & beauty', 'pharmacy', 'supermarkets']","Lakeland, US","207,000","Publix has 207,000 employees at their 1 location and $38.46 B in annual revenue in FY 2019. See insights on Publix including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
87,Coca-Cola,88,https://craft.co/rc-cola,rccolainternational.com,"['Food & Beverage', 'beverages', 'consumer products & services']","Columbus, GA, US",120,"RC Cola has 120 employees at their 1 location. See insights on RC Cola including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
88,Massachusetts Mutual Life Insurance,89,https://craft.co/massachusetts-mutual-life-insurance-company,massmutual.com,"['Financial Services', 'insurance', 'life insurance']","Springfield, US","11,914","Massachusetts Mutual Life Insurance Company (MassMutual) has 11,914 employees across 6 locations and $32.60 B in annual revenue in FY 2019. See insights on Massachusetts Mutual Life Insurance Company (MassMutual) including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
89,Tech Data,90,https://craft.co/tech-data,techdata.com,"['Technology', 'consumer electronics', 'data storage', 'distribution', 'internet of things', 'it services']","Clearwater, US","14,000","Tech Data has 14,000 employees across 70 locations and $37 B in annual revenue in FY 2020. See insights on Tech Data including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
90,World Fuel Services,91,https://craft.co/world-fuel-services,wfscorp.com,"['Energy & Utilities', 'distribution', 'energy services', 'logistics']","Doral, US","5,500","World Fuel Services has 5,500 employees across 71 locations and $36.82 B in annual revenue in FY 2019. See insights on World Fuel Services including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
91,Honeywell International,92,https://craft.co/honeywell,honeywell.com,"['Manufacturing & Industrial', 'Technology', 'advanced materials', 'aerospace', 'automation', 'chemicals', 'enterprise software', 'safety', 'sensors']","Charlotte, US","113,000","Honeywell has 113,000 employees across 91 locations and $36.71 B in annual revenue in FY 2019. See insights on Honeywell including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
92,ConocoPhillips,93,https://craft.co/conocophillips,conocophillips.com,"['Energy & Utilities', 'exploration & development', 'natural gas', 'oil', 'oil & gas']","Houston, US","10,400","ConocoPhillips has 10,400 employees across 17 locations and $36.67 B in annual revenue in FY 2019. See insights on ConocoPhillips including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
93,USAA,94,https://craft.co/usaa,usaa.com,"['Financial Services', 'auto loans', 'defense', 'home insurance', 'life insurance', 'mortgages']","San Antonio, US","35,000","USAA has 35,000 employees across 3 locations. See insights on USAA including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
94,Exelon,95,https://craft.co/exelon,exeloncorp.com,"['Energy & Utilities', 'electricity', 'energy services', 'natural gas', 'renewables', 'wind']","Chicago, US","32,713","Exelon has 32,713 employees across 13 locations and $34.44 B in annual revenue in FY 2019. See insights on Exelon including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
95,Northrop Grumman,96,https://craft.co/northrop-grumman,northropgrumman.com,"['Manufacturing & Industrial', 'Technology', 'aerospace', 'aviation', 'cybersecurity', 'defense', 'logistics', 'security']","Falls Church, US","90,000","Northrop Grumman has 90,000 employees across 62 locations and $33.84 B in annual revenue in FY 2019. See insights on Northrop Grumman including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
96,Capital One Financial,97,https://craft.co/capital-one,capitalone.com,"['Financial Services', 'auto loans', 'banks', 'holding company']","McLean, US","53,100","Capital One has 53,100 employees across 8 locations and $33.77 B in annual revenue in FY 2019. See insights on Capital One including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
97,Plains GP Holdings,98,https://craft.co/plains-gp-holdings,ir.pagp.com,"['Energy & Utilities', 'energy infrastructure', 'holding company', 'logistics', 'natural gas', 'oil & gas']","Houston, US","5,000","Plains GP Holdings has 5,000 employees at their 1 location and $33.67 B in annual revenue in FY 2019. See insights on Plains GP Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
98,AbbVie,99,https://craft.co/abbvie,abbvie.com,"['Healthcare', 'biotech', 'drug development', 'healthtech', 'pharma']","Lake Bluff, US","30,000","AbbVie has 30,000 employees across 67 locations and $33.27 B in annual revenue in FY 2019. See insights on AbbVie including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
99,StoneX Group,100,https://craft.co/stonex,stonex.com,"['Financial Services', 'Technology', 'fintech', 'payments', 'platform']","New York, US","2,272","StoneX has 2,272 employees across 52 locations and $32.90 B in annual revenue in FY 2019. See insights on StoneX including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
100,StoneX Group,100,https://craft.co/stonex,stonex.com,"['Financial Services', 'Technology', 'fintech', 'payments', 'platform']","New York, US","2,272","StoneX has 2,272 employees across 52 locations and $32.90 B in annual revenue in FY 2019. See insights on StoneX including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
101,Enterprise Products Partners,101,https://craft.co/enterprise-products-partners,enterpriseproducts.com,"['Energy & Utilities', 'chemicals', 'energy services', 'exploration & development', 'natural gas', 'oil & gas']","Houston, US","7,000","Enterprise Products Partners has 7,000 employees across 2 locations and $32.79 B in annual revenue in FY 2019. See insights on Enterprise Products Partners including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
102,StoneX Group,100,https://craft.co/stonex,stonex.com,"['Financial Services', 'Technology', 'fintech', 'payments', 'platform']","New York, US","2,272","StoneX has 2,272 employees across 52 locations and $32.90 B in annual revenue in FY 2019. See insights on StoneX including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
103,Enterprise Products Partners,101,https://craft.co/enterprise-products-partners,enterpriseproducts.com,"['Energy & Utilities', 'chemicals', 'energy services', 'exploration & development', 'natural gas', 'oil & gas']","Houston, US","7,000","Enterprise Products Partners has 7,000 employees across 2 locations and $32.79 B in annual revenue in FY 2019. See insights on Enterprise Products Partners including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
104,Northwestern Mutual,102,https://craft.co/northwestern-mutual,northwesternmutual.com,"['Financial Services', 'brokerage', 'insurance', 'investment management', 'life insurance']","Milwaukee, US","31,357","Northwestern Mutual has 31,357 employees across 5 locations and $27.90 B in annual revenue in Y 2015. See insights on Northwestern Mutual including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
105,3M,103,https://craft.co/3m,3m.com,"['Manufacturing & Industrial', 'Technology', 'advanced materials', 'conglomerates', 'consumer goods', 'consumer products & services', 'electronics', 'healthtech', 'medical devices', 'safety']","Saint Paul, US","96,163","3M has 96,163 employees across 136 locations and $32.14 B in annual revenue in FY 2019. See insights on 3M including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
106,Abbott Laboratories,104,https://craft.co/abbott-436,myfreestyle.com,"['Healthcare', 'medical devices']",Unknown,,"See insights on Abbott including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
107,CHS,105,https://craft.co/chs,chsinc.com,"['Agriculture', 'Energy & Utilities', 'agritech', 'farming', 'oil & gas']","Inver Grove Heights, US","10,493","CHS has 10,493 employees across 36 locations and $28.41 B in annual revenue in FY 2020. See insights on CHS including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
